Name,Monoisotopic_mass,Formula
Perfluorooctane sulfonamido amine,584.0426278,C13H13F17N2O2S
"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)aniline",291.0494113,C10H8F7NO
"Ethyl 4,4,5,5,6,6,7,7,7-nonafluoroheptanoate",320.0458833,C9H9F9O2
"2-(Perfluoropropoxy)-1H,1H-perfluoropropanol",315.9957395,C6H3F11O2
Trimethyl-3-[[(nonafluorobutyl)sulphonyl]amino]propylammonium iodide,399.0788773,C10H16F9N2O2S
"perfluoroalkanesulfonamido quaternary ammonium alcohol, n=7",579.0798612,C14H18F15N2O3S
"1H,1H,9H-Hexadecafluoro-1-nonanol",432.0006659,C9H4F16O
1-(Heptafluorobutyryl)imidazole,264.0133601,C7H3F7N2O
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=6, m=17",1368.413556,C46H69F25O17
1-(Heptadecafluorooctyl)-4-methylbenzene,510.0276296,C15H7F17
"2,2,3,3,4,4,4-Heptafluorobutyl trifluoroacetate",295.9895113,C6H2F10O2
"(2-carboxyethyl)-3-[(4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoro-2-hydroxyundecyl)amino]propyldimethylammonium hydroxide",650.143722,C19H23F17N2O3
"Tris[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phenyl]phosphane",1600.080125,C48H24F51P
"2-(Heptafluoropropyl)-1,3-dioxolane",242.0177768,C6H5F7O2
"Octanoyl fluoride, 2,2,3,3,4,4,5,5,6,6,7,8,8,8-tetradecafluoro-7-(trifluoromethyl)-",465.9661722,C9F18O
Bis(2-hydroxyethyl)methyl(3-(perfluorodecyl)-2-hydroxypropyl)ammonium iodide,696.1029607,C18H19F21NO3
11-(Perfluorooctyl)undec-10-enol,588.1320947,C19H21F17O
7:3 Fluorotelomer betaine,513.0785017,C14H14F15NO2
"n:3 fluorotelomer betaine-related, n=3",513.0785017,C14H14F15NO2
"Ammonium bis[3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecyl] phosphate",1189.95678,C24H9F42O4P
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=7, m=10",1160.223665,C34H41F29O10
Perfluoro(3-chloro-2-[2-(fluorosulfonyl)ethoxy]propanoyl) fluoride,361.9062107,C5ClF9O4S
Tetrabutylammonium perfluorooctanesulfonate,242.2847752,C16H36N
"1,1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctan-2-yl carbamate",478.9814077,C9H2F17NO2
"Ethyl 2-acetyl-3,3,4,4,5,5,5-heptafluoropentanoate",298.0439915,C9H9F7O3
"1-Bromo-2,3,5,6-tetrafluoro-4-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propyl}benzene",727.8714407,C15BrF23O2
"1,1,1,2,2,3,3,4,4,5,5,6,6,8,8-Pentadecafluoro-10-iododecane",537.9274712,C10H6F15I
"2-Propenoic acid, 2-methyl-, 2-[methyl[(tridecafluorohexyl)sulfonyl]amino]ethyl ester",525.0279452,C13H12F13NO4S
"6-Isocyanato-2,2,4,4-tetrefluoro-1,3-benzodioxene",249.0049058,C9H3F4NO3
Ethyl pentafluoropropionyl acetate,234.0315351,C7H7F5O3
"N-Cyclohexyl-2,2,3,3,4,4,4-heptafluorobutanamide",295.0807114,C10H12F7NO
Trimethyl-3-[[(undecafluoropentyl)sulphonyl]amino]propylammonium iodide,449.0756837,C11H16F11N2O2S
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=7, m=14",1336.328524,C42H57F29O14
4-Cyanophenyl nonafluorobutane-1-sulfonate,400.9768175,C11H4F9NO3S
"2,4-Difluoro-N-(2-fluoro-3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)-N-methylbenzamide",580.1208598,C26H18F10N2O2
Benzyl heptadecafluorononanoate,554.0174589,C16H7F17O2
"5-(Difluoromethoxy)-1,1,1,2,2,3,3,4,4-nonafluoropentane",300.0008249,C6H3F11O
"(1E)-3,3,4,4,5,5,5-Heptafluoro-1-iodopent-1-ene",321.9089455,C5H2F7I
"3,3,4,4,5,5,5-Heptafluoro-1-iodo-1-pentene",321.9089455,C5H2F7I
"Bis(2,2,3,3,4,4,4-heptafluorobutyl) phenylphosphonate",522.0065754,C14H9F14O3P
"n:2 fluorotelomer thio hydroxy ammonium, n=2",396.1043638,C12H19F9NOS
"perfluoroalkanesulfonamido sulfonate betaine B, n=3",472.0572752,C11H19F7N2O6S2
N-[3-(Dimethylamino)propyl]-perfluoro-1-hexanesulfonamide acetate,484.049015,C11H13F13N2O2S
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoroundecane",390.065317,C11H11F13
Potassium 6-(((3-(perfluorobutylsulphonyloxy)phenyl)amino)carbonyl)perchlorobenzoate,674.8526223,C18H6Cl4F9NO6S
"N-Chloro-2,2,3,3,4,4,4-heptafluorobutanimidamide",245.9794732,C4H2ClF7N2
"12H-Dibenzo[d,g][1,3,2]dioxaphosphocin, 2,4,8,10-tetrakis(1,1-dimethylethyl)-6-fluoro-12-methyl-",486.3062953,C30H44FO2P
"N-methyl perfluoroalkanesulfonamido quaternary ammonium, n=3",363.097721,C10H18F7N2O2S
"N-(2-Carboxyethyl)-N,N-dimethyl-3-[(perfluoro-1-oxodecyl)amino]propanaminium",670.0935782,C18H17F19N2O3
N-[3-Dimethylaminopropyl]-N-2-[2-(2-hydroxyethoxy)ethoxy]ethylperfluorohexanesulfonamide,616.1276593,C17H25F13N2O5S
"4,4,5,5,6,6,7,7,7-Nonafluoro-1-phenylheptane-1,3-dione",366.0302333,C13H7F9O2
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl 2-fluoroprop-2-enoate",536.008037,C13H6F18O2
"Bis(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl) 3,4,5,6-tetrachlorobenzene-1,2-dicarboxylate",1065.838465,C24H4Cl4F30O4
"Trichloro(1,1,2,2,3,3,4,4-octafluorobutyl)silane",333.8785353,C4HCl3F8Si
"Cl-substituted perfluoroalkyl (linear) carboyxlic acids_i, n=9",529.9377646,C10HClF18O2
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8-Hexadecafluorooctane",401.9901013,C8H2F16
MLS002694827,253.9926247,C5HF7N2O2
"Palladium, dichlorobis[tris[4-(heptadecafluorooctyl)phenyl]phosphine-?P]- (9CI)",1480.005069,C42H14F49P
"Ethyl 2-acetyl-4,4,5,5,6,6,6-heptafluoro-3-oxohexanoate",326.0389062,C10H9F7O4
"S-Ethyl 3,3,4,4,5,5,5-heptafluoro-2-(2-oxopropyl)pentanethioate",328.0367977,C10H11F7O2S
"Methyl 2,4,4,5,7,7,8,10,10,11,13,13,14,16,16,17,17,18,18,18-icosafluoro-2,5,8,11,14-pentakis(trifluoromethyl)-3,6,9,12,15-pentaoxaoctadecan-1-oate",1007.931989,C19H3F35O7
"2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]-1-(piperidin-1-yl)propan-1-one",563.0389226,C14H10F17NO3
"4,4,5,5,6,6,6-Heptafluoro-1-(4-methoxyphenyl)hexane-1,3-dione",346.0439915,C13H9F7O3
"2-Ethyl-3-(ethylsulfanyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",378.0524478,C14H13F7O2S
"Potassium 1,1,2,2-tetrafluoro-2-{[1,1,1,2,3,3-hexafluoro-3-(pentafluoroethoxy)propan-2-yl]oxy}ethane-1-sulfonate|Ammonium 1,1,2,2-tetrafluoro-2-{[1,1,1,2,3,3-hexafluoro-3-(pentafluoroethoxy)propan-2-yl]oxy}ethane-1-sulfonate",481.9305169,C7HF15O5S
"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-(4-methylpiperazin-1-yl)heptan-1-one",446.0663796,C12H11F13N2O
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=4, m=9",816.2166122,C26H37F17O9
"double bond-, ether-substituted perfluoroalkyl (linear) carboyxlic acids, n=2",341.9750041,C7HF11O3
Perfluoroheptanenitrile,344.9823156,C7F13N
Perfluorooctanoic anhydride,809.9368399,C16F30O3
Perfluorononanesulfonyl fluoride,551.929964,C9F20O2S
"Dodecane, 1,1,1,2,2,3,3,4,4-nonafluoro-6-iodo-",458.0153023,C12H16F9I
"Perfluoro-2,3-dimethylbutane",337.9776448,C6F14
"2,2,3,3-Tetrafluoro-1-propanol",132.0198275,C3H4F4O
"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)benzoic acid",320.0283415,C11H7F7O3
"4,5,5,5-Tetrafluoro-4-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propoxy}-N-propylpentan-1-amine",717.0606419,C17H14F23NO3
"Barium bis(6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-5-oxooct-3-en-3-olate)",296.064727,C10H11F7O2
"4,4,5,5,6,6,7,7,7-Nonafluoroheptanenitrile",273.0200029,C7H4F9N
"1-Octanesulfonyl chloride, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-",445.9412944,C8H4ClF13O2S
"2,2,3,3,4,4,4-Heptafluoro-N,N-bis(2-methylpropyl)butanamide",325.1276616,C12H18F7NO
"Methyl perfluoro-3,6-dioxaheptanoate",309.9887624,C6H3F9O4
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=6, m=10",1060.230053,C32H41F25O10
"1,1,1,3,3,3-Hexafluoropropan-2-yl heptafluorobutanoate",363.9768959,C7HF13O2
"2,2,3,3,4,4,4-Heptafluoro-1-(piperazin-1-yl)butan-1-one",282.0603103,C8H9F7N2O
"Pentyl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",400.0532544,C11H11F11O3
(11-(F-Hexyl)undecyl) dimorpholinophosphoramidate,708.2361608,C25H38F13N2O4P
"1,1,1,2,2,3,3-Heptafluoro-5-iodoundecane",408.0184959,C11H16F7I
"perfluoroalkanesulfonamido quaternary ammonium diol A, n=6",545.0779694,C13H18F13N2O4S
"multiple double bond-perfluoroalkyl (linear) carboxylic acids, n=1",237.9864767,C6HF7O2
"32-(Perfluoro-9-methyldecyl)-2,5,8,11,14,17,20,23,26,29-decaoxodotriacontan-31-ol",1174.259461,C43H45F23O11
"N,N-Dimethyl-4-(tridecafluorohexyl)aniline",439.0605659,C14H10F13N
(2-Perfluorooctylethyl)isopropoxycarbonyloxyiminophenylacetonitrile,678.0811218,C22H15F17N2O3
Perfluoro-2-(hexyloxy)ethane-1-sulfonic acid potassium salt,515.9324086,C8HF17O4S
"1H,1H-Heptafluorobutyl triflate",331.9564967,C5H2F10O3S
"double bond-perfluoroalkyl alcohols, n=4",347.9819813,C7HF13O
"sodium 2-methyl-2-{3-[(3,3,4,4,4-pentafluorobutyl)sulfanyl]propanamido}propane-1-sulfonate",387.0597405,C11H18F5NO4S2
"perfluoroalkanesulfonamido quaternary ammonium alcohol, n=4",429.089442,C11H18F9N2O3S
"3,3,4-Trifluoro-4-(heptafluoropropoxy)tricyclo[4.2.1.0~2,5~]non-7-ene",358.0415469,C12H8F10O
Sodium 4-perfluorohexenyloxybenzenesulfonate,453.9732896,C12H5F11O4S
Perfluoroadipoyl chloride,325.9147603,C6Cl2F8O2
"Phenyl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",406.0063042,C12H5F11O3
"multiple H-substituted-ether-substituted-perfluoroalkyl (linear) carboxylic acids, n=8",507.9967234,C11H5F17O3
"1H,1H,6H,6H-Perfluoro-1,6-hexanediol",262.024005,C6H6F8O2
Bis(pentafluoropropionyl) peroxide,325.9636905,C6F10O4
Diammonium 3-(perfluoro-15-methylhexadecyl)-2-hydroxypropyl dihydrogen phosphate,1023.955047,C20H8F35O5P
"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propanoic acid--N-propylpropan-1-amine (1/1)",101.1204495,C6H15N
"5H,5H-Perfluoro-4,6-nonanedione",407.9831241,C9H2F14O2
"(4E)-1,1,1,2,2,3,3,6,6,7,7,8,8,8-Tetradecafluorooct-4-ene",363.9932949,C8H2F14
"1,1,1,2,2,3,3,6,6,7,7,8,8,8-Tetradecafluorooct-4-ene",363.9932949,C8H2F14
"Isooctanesulfonic acid, heptadecafluoro-, lithium salt",499.937494,C8HF17O3S
"perfluoroalkanesulfonamido quaternary ammonium sulfonate carboxylate B, n=5",630.0563673,C15H21F11N2O8S2
"2-(1-Ethoxy-1,2,2,3,3,4,4,4-octafluorobutyl)aniline",337.0712896,C12H11F8NO
"Potassium 2,3,4,5-tetrachloro-6-[[[3-[[(pentadecafluoroheptyl)sulphonyl]oxy]phenyl]amino]carbonyl]benzoate",824.8430415,C21H6Cl4F15NO6S
5-Bromo-2-(heptafluoropropyl)pyridine,324.9337094,C8H3BrF7N
9:1 Fluorotelomer alcohol,499.9880505,C10H3F19O
4-(Heptafluoroisopropyl)benzoic acid,290.0177768,C10H5F7O2
"N'-Benzylidene-2,2,3,3,4,4,4-heptafluorobutanehydrazide",316.0446603,C11H7F7N2O
Bis(pentafluorophenyl) phenyl phosphite,489.9816625,C18H5F10O3P
"1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-yl heptafluorobutanoate",431.9642804,C8F16O2
"2,2,3,4,5,5,6,6,6-Nonafluoro-3,4-bis(trifluoromethyl)hexanoic acid",413.9737023,C8HF15O2
Perflenapent,287.9808384,C5F12
"perfluoroalkanesulfonamido quaternary ammonium disulfonate B, n=2",560.0591482,C13H25F5N2O10S3
"2,3,3,4,4,5,5,6,6,6-Decafluoro-2-(pentafluoroethyl)hexanoic acid",413.9737023,C8HF15O2
Bis(3-(perfluorooctyl)-2-hydroxypropyl) hydrogen phosphate,1049.990683,C22H13F34O6P
"Perfluoro-5,6-dimethyl-4,7-dioxadecane",569.9546996,C10F22O2
"1-Fluoro-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzene",264.0185257,C9H4F8
Methyl perfluorohexanoate,327.9957395,C7H3F11O2
"1H,1H,2H-Perfluoro-1-decene",445.9963295,C10H3F17
"perfluoroalkanesulfonamido quaternary ammonium carboxylic acid, n=4",470.0921816,C13H19F9N2O4S
"1,1,2,3,3-pentafluoro-3-[(trifluorovinyl)oxy]propene",227.9821402,C5F8O
"2,2,3,3,4,4,4-Heptafluoro-N-(pentafluorophenyl)butanamide",378.9866521,C10HF12NO
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=7, m=8",1072.171236,C30H33F29O8
Bis(tridecafluorohexyl)phosphinic acid,701.929899,C12HF26O2P
"ketone perfluoroalkyl (linear) carboxylic acids_i, n=9",577.929215,C10HF19O4S
"1,1,1,2,2,3,3,4,4-Nonafluoroundecane",318.1030043,C11H15F9
"3,3,4,4,5,5,5-Heptafluoropentanoic acid",228.0021267,C5H3F7O2
"Isocyanic acid, 2,2,3,3,4,4,4-heptafluorobutyl ester",225.0024611,C5H2F7NO
"Heptafluorobutanoic acid anhydride, compd. with dihexyl phosphonate (2:1)",250.1697812,C12H27O3P
"7,7,8,8,9,9,10,10,11,11,12,12,13,14,14,14-Hexadecafluoro-13-(trifluoromethyl)tetradecan-1-ol",570.0663008,C15H13F19O
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=5, m=7",828.1577955,C24H29F21O7
3-(Perfluoroisopropyl)propanol,228.0385122,C6H7F7O
"N-[4-(3,4-Difluorophenyl)-1,3-thiazol-2-yl]-2,2,3,3,4,4,4-heptafluorobutanamide",407.9978873,C13H5F9N2OS
"Ethyl 5-(2,2,3,3,4,4,4-heptafluorobutanamido)-1-phenyl-1H-pyrazole-4-carboxylate",427.0766887,C16H12F7N3O3
6:2 Fluorotelomer sulphonate ammonium,427.9751814,C8H5F13O3S
"3-[(Butan-2-yl)sulfanyl]-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",406.0837479,C16H17F7O2S
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-Pentacosafluorotetradecane",647.9992052,C14H5F25
"1,5-Dideoxy-1,1,1,5,5,5-hexafluoro-2,4-di-C-fluoro-2,4-bis-O-(heptafluoropropyl)pent-3-ulose",597.9496143,C11F22O3
"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl prop-2-enoate",432.0394961,C12H9F13O2
"2-(2-Bromo-1,1,2,2-tetrafluoroethoxy)-1,1,1,2,3,3,3-heptafluoropropane",363.8956877,C5BrF11O
"ketone perfluoroalkyl (linear) carboxylic acids_i, n=7",477.9356022,C8HF15O4S
"Butane, 1-chloro-1,1,2,2,3,3,4,4-octafluoro-",235.9639033,C4HClF8
"1,1'-(Oxybis(propyleneoxy))bis(3-(perfluorooctyl)propan-2-ol)",1086.108083,C28H24F34O5
"(5E)-1,1,1,2,2,3,3,4,4,7,7,8,8,9,9,10,10,11,11,12,12,12-Docosafluorododec-5-ene",563.9805205,C12H2F22
"4,4,5,5,6,6,7,7,8,8,8-Undecafluorooctanal",326.016475,C8H5F11O
"Perfluoro(3-ethyl-2,3-dimethylpentane)",487.968064,C9F20
"3-(Butane-1-sulfinyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",408.0630125,C15H15F7O3S
Fluoroether E4,783.9411763,C14HF29O4
"Guanosine, 2'-deoxy-5'-O-[[4-(1H,1H,2H,2H-perfluorodecyl)phenyl](4-methoxyphenyl)phenylmethyl]-N-(2-methyl-1-oxopropyl)-, 3'-[2-cyanoethyl N,N-bis(1-methylethyl)phosphoramidite]",1255.362913,C53H55F17N7O7P
"(5E)-7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Heptadecafluorotetradec-5-ene",502.0589298,C14H11F17
(perfluoroethylene)bis[(perfluoromethyl)aminyl] dioxide,299.9956593,C4H2F10N2O2
Heptafluoro-1-methoxypropane,200.0072121,C4H3F7O
"7,7,8,8,9,9,9-Heptafluoro-2-methylnon-2-ene-4,6-dione",294.0490769,C10H9F7O2
"7-Ethyl-1,1,1,2,2,3,3-heptafluorononane-4,6-dione",310.0803771,C11H13F7O2
2-Chloro-4-methoxyphenyl nonafluorobutane-1-sulfonate,439.9531609,C11H6ClF9O4S
"N,N'-(5-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}-1,3-phenylene)diacetamide",638.0498216,C19H11F17N2O3
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-(2-methylpropane-1-sulfinyl)benzoic acid",408.0630125,C15H15F7O3S
"Bis[1,1,1,3,3,4,4,5,5,5-decafluoro-2-(trifluoromethyl)pentan-2-yl]mercury",839.9291262,C12F26Hg
5:2 Fluorotelomer alcohol,314.016475,C7H5F11O
Diaquatetrachloro(mu-(N-ethyl-N-((pentadecafluoroheptyl)sulfonyl)glycinato-O1:O1'))-mu-hydroxybis(2-propanol) chromium,950.8809511,C17H28Cl4Cr2F15NO9S
Sodium 3-[[3-(dimethylamino)propyl][(tridecafluorohexyl)sulphonyl]amino]-2-hydroxypropanesulphonate,622.0476944,C14H19F13N2O6S2
"N,N,1,1-Tetramethyl-1-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silanamine",349.0908298,C10H16F9NSi
"3-[(Perfluorooctane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium",600.0375424,C13H13F17N2O3S
"1-ethoxy-2,2,3,3,4,4,4-heptafluorobutan-1-ol",244.0334269,C6H7F7O2
Perfluoro-2-(3-methoxypropoxy)propanoic acid potassium salt,395.9667251,C7HF13O4
4-(Heptadecafluorooctyl)-1H-pyrazole,486.0024775,C11H3F17N2
3-(Perfluorodecyl)-2-hydroxypropyl dihydrogen phosphate,673.977402,C13H8F21O5P
"(Perfluoro-1-butyl)butane-1,3-dione",304.0145832,C8H5F9O2
"2,2,3,3,4,4,4-Heptafluoro-1-(pentafluorophenyl)butan-1-one",363.975753,C10F12O
Fulvestrant sulfone,622.3115217,C32H47F5O4S
"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-N-(2-hydroxyethyl)heptanamide",407.019095,C9H6F13NO2
"ether-substituted Perfluoroalkyl (linear) sulfonic acids, n=7",515.9324086,C8HF17O4S
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-(propane-1-sulfonyl)benzoic acid",424.0579271,C15H15F7O4S
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=5, m=5",740.105366,C20H21F21O5
2-(2-Iodoethyl)perfluoropropane,323.9245955,C5H4F7I
"Prop-2-en-1-yl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",370.0063042,C9H5F11O3
Heptadecafluoro-N-(2-hydroxyethyl)-N-propyloctanesulphonamide,585.0266434,C13H12F17NO3S
"2-[2,2,3,3,4,4,5,5,6,7,7,7-dodecafluoro-6-(trifluoromethyl)heptyl]oxirane",426.0100878,C10H5F15O
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorohenicosane",602.1841303,C21H27F17
"1H,1H,10H,10H-Perfluorodecane-1,10-diol",462.0112306,C10H6F16O2
"Sulfonamides, C4-8-alkane, perfluoro, N-ethyl-N-(hydroxyethyl), reaction products with TDI",918.106113,C25H28F18N4O8S2
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluorodecyl 2-methylprop-2-enoate",568.0142653,C14H7F19O2
"ether-substituted Perfluoroalkyl (linear) sulfonic acids_i, n=8",715.9196342,C12HF25O4S
"2-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)oxirane",426.0100878,C10H5F15O
N-[5-Borono-2-(heptafluoropropyl)phenyl]glycinamide,362.0672701,C11H10BF7N2O3
2-Chloro(perfluoro-2-methylpentane),353.9480943,C6ClF13
"N,N,N',N',1-Pentamethyl-1-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silanediamine",478.1109917,C13H19F13N2Si
"Dipropan-2-yl (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phosphonate",612.0722103,C16H18F17O3P
1-(Perfluoroheptyl)-2-iodopropane,537.9274712,C10H6F15I
"4,5,5,6,6,7,7,8,8,9,9,9-Dodecafluoronona-1,3-diene",340.0121385,C9H4F12
"2,2,3,3,4,4,4-Heptafluorobutyl 4-methylbenzene-1-sulfonate",354.0160623,C11H9F7O3S
"Bis[3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,12,12,12-icosafluoro-11-(trifluoromethyl)dodecyl] hydrogen phosphate, compound with 2,2'-iminodiethanol (1:1)",1289.950392,C26H9F46O4P
"1,1,1,2,4,4,5,7,7,8,10,10,11,13,13,14,16,16,17,19,19,20,22,22,23,25,25,26,28,28,29,29,30,30,30-Pentatriacontafluoro-5,8,11,14,17,20,23,26-octakis(trifluoromethyl)-3,6,9,12,15,18,21,24,27-nonaoxatriacontane",1613.867845,C29HF59O9
"4-Chloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",663.9864644,C19H11Cl2F17O2
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Henicosafluoro-12-iodooctadecane",757.9961407,C18H16F21I
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=4, m=12",948.2952564,C32H49F17O12
"4-fluoro-5-oxo-2,4-bis(trifluoromethyl)-1,3-dioxolane-2-carbonyl fluoride",287.9668841,C6F8O4
"N-(2,4-Dinitrophenyl)-2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanamide",494.9924451,C12H4F11N3O6
"1-Iodo-1H,1H-perfluorohexane",409.9025583,C6H2F11I
"Propyl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",372.0219543,C9H7F11O3
"1H,1H,2H,2H-Perfluorooctyl iodide",473.9150147,C8H4F13I
"N-ethyl perfluoropentanesulfonamido polyethylene glycol, n=5, m=4",597.1254331,C17H26F11NO7S
"Europium, tris[6,6,7,7,8,8,8-heptafluoro-2,2-di(methyl-d3)-3,5-octanedion-1,1,1-d3-ato-?O3,?O5]-",296.064727,C10H11F7O2
"2-({3-[3,4,4,4-Tetrafluoro-3-(trifluoromethyl)butane-1-sulfonyl]propyl}amino)ethan-1-ol",363.0739115,C10H16F7NO3S
Perfluoroheptanoic anhydride,709.9432271,C14F26O3
(Z)-(Perfluorooctyl)ethyl 9-octadecenoate,728.2522098,C28H37F17O2
"Ethyl N-(2,2,3,3,4,4,4-heptafluorobutanoyl)glycinate",299.0392405,C8H8F7NO3
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15-Heptacosafluoropentadec-1-ene",695.9803615,C15H3F27
"Perfluoro-2,2,5,5-tetramethylhexane",537.9648704,C10F22
"Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,17,17,17-octacosafluoro-2-hydroxy-16-(trifluoromethyl)heptadecyl phosphate",923.961434,C18H8F31O5P
"Cl-substituted,ether-substituted perfluoroalkyl (linear)sulfonic acids, n=12",831.8836966,C14HClF28O4S
"Trifluoro(1,1,2,2,3,4,4-heptafluorobut-3-enyl)oxirane",277.9789466,C6F10O
Bis(2-hydroxyethyl)methyl(1(-perfluoro-7-methyloctyl))-2-hydroxyprop-3-ylammonium iodide,646.1061543,C17H19F19NO3
"2-[N-(1,1-Dihydroperfluorotridecylsulfonyl)-N-methylamino]ethyl acrylate",825.0087836,C19H12F25NO4S
"2,2,4,4,6-Pentakis[(2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl)oxy]-6-[(2,2,7,7-tetrafluoroheptyl)oxy]-1,3,5,2lambda~5~,4lambda~5~,6lambda~5~-triazatriphosphinine",1977.00125,C42H26F64N3O6P3
"(4-Bromophenyl){5-[difluoro(trifluoromethoxy)methyl]-5-hydroxy-3-methyl-4,5-dihydro-1H-pyrazol-1-yl}methanone",415.9794961,C13H10BrF5N2O3
5-(Pentadecafluoroheptyl)-1H-imidazole,436.0056711,C10H3F15N2
"N,N,N-Tripropylpentan-1-aminium heptadecafluorooctane-1-sulfonate",214.253475,C14H32N
"3-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)benzoic acid",290.0177768,C10H5F7O2
"Sulfonamides, C4-8-alkane, perfluoro, N-ethyl-N-(hydroxyethyl), reaction products with 1,1'-methylenebis[4-isocyanatobenzene]",992.121763,C31H30F18N4O8S2
3-(Perfluoro(11-methyldodecyl))-2-hydroxypropyl dihydrogen phosphate,823.9678212,C16H8F27O5P
"4-Amino-5,5,6,6,7,7,7-heptafluorohept-3-en-2-one",253.0337612,C7H6F7NO
(Perfluoro-11-methyldodecyl)ethyl methacrylate,782.0171409,C19H9F27O2
Perfluorobutanesulfinyl chloride,301.9214669,C4ClF9OS
"1,2-Diiodotetrafluoroethane",353.8025588,C2F4I2
"5,5,6,6,7,7,7-Heptafluoroheptan-3-amine--hydrogen chloride (1/1)",241.0701467,C7H10F7N
Ethyl 6-(heptafluoropropyl)pyridine-3-carboxylate,319.0443259,C11H8F7NO2
