Name,Monoisotopic_mass,Formula
2-Amino-3-(perfluoropropyl)-1-phenyl-3-propanol,319.0807114,C12H12F7NO
"2-[3,3,4,4,5,5,5-Heptafluoro-2,2-bis(trifluoromethyl)pentyl]oxirane",376.0132814,C9H5F13O
"N-ethyl perfluoroheptanesulfonamido polyethylene glycol, n=7, m=5",741.1452607,C21H30F15NO8S
"Cerium, tris(6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-octanedionato-?O3,?O5)-",296.064727,C10H11F7O2
"Perfluoro-2,7-dimethyloctane",537.9648704,C10F22
"Cl-substituted perfluoroalkyl (linear) sulfonic acids_i, n=2",265.9239115,C3HClF6O3S
"1,1,1,3,3,5,5,5-Octafluoro-2,2,4,4-tetrakis(trifluoromethyl)pentane",487.968064,C9F20
"double bond-, H-, ether-substituted perfluoroalkyl (linear) carboyxlic acids, n=8",587.984108,C13H4F20O3
"Pentafluorosulfide Perfluoroalkyl (linear) sulfonic acids, n=7",557.9063712,C7HF19O3S2
"2-Propenoic acid, 2-methyl-, 2-[[[[5-[[[2-[ethyl[(undecafluoropentyl)sulfonyl]amino]ethoxy]carbonyl]amino]-2-methylphenyl]amino]carbonyl]oxy]propyl ester",739.1421458,C25H28F11N3O8S
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-propoxyoctane",406.0602316,C11H11F13O
"3-(Heptafluoropropyl)-6-(morpholin-4-yl)[1,2,4]triazolo[4,3-b]pyridazine",373.0773574,C12H10F7N5O
Bis(tridecafluorohexyl) disulphide,701.9026247,C12F26S2
"double bond-perfluoroalkyl (linear) carboxylic acids_5_n, n=4",575.9641215,C12HF21O2
"perfluoroalkylamido ammonium, n=10",648.0692553,C16H13F21N2O
"(10E)-12,12,13,13,14,14,15,15,16,16,17,17,17-Tridecafluoroheptadec-10-en-1-ol",488.1384819,C17H21F13O
"12,12,13,13,14,14,15,15,16,16,17,17,17-Tridecafluoroheptadec-10-en-1-ol",488.1384819,C17H21F13O
3-(Nonafluorobutyl)-1H-indole,335.035653,C12H6F9N
"Benzenamine, 4-(nonafluorobutyl)-",311.035653,C10H6F9N
"Europium, tris[3-[2,2,3,3,4,4,4-heptafluoro-1-(oxo-?O)butyl]-1,7,7-trimethylbicyclo[2.2.1]heptan-2-onato-?O]-",348.0960271,C14H15F7O2
"2,2,3,3,4,4,5,5,5-Nonafluoro-N-(4-nitrophenyl)pentanamide",384.0156458,C11H5F9N2O3
4-Hydroxyphenyl nonafluorobutane-1-sulfonate,391.9764832,C10H5F9O4S
"Trimethylsilyloxy-1,1,1,5,5,5-hexamethyl-3-((perfluorohexyl)ethyl)trisiloxane",642.1142674,C17H31F13O3Si4
"2,2,3,5,6-Pentafluoro-3,6-bis(trifluoromethyl)-5-((trifluorovinyl)oxy)-1,4-dioxane",409.9623887,C8F14O3
"N-ethyl perfluorooctanesulfonamido polyethylene glycol, n=8, m=14",1187.378,C40H66F17NO17S
"1,1,1,2,2,3,3,4,4,5,5-Undecafluoro-5-[1,1,2,3,3,3-hexafluoro-2-(trifluoromethyl)propoxy]pentane",503.9629786,C9F20O
"1,1,1,2,2,5,5,6,6,7,7,8,8,9,9,10,10,10-Octadecafluorodec-3-ene",463.9869077,C10H2F18
"Sodium 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulphinate",433.945773,C7HF15O2S
"n:2 fluorotelomer thio alkyl amido sulfonic acids, n=7",987.0214173,C23H18F29NO4S2
Perfluorononanal hydrate,465.9861587,C9H3F17O2
"1-Hexanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-2-propenyl-",438.9911658,C9H6F13NO2S
"N-(2-aminoethyl)-2-[1-[difluoro[(trifluorovinyl)oxy]methyl]-1,2,2,2-tetrafluoroethoxy]-1,1,2,2-tetrafluoroethanesulphonamide",485.9918941,C9H7F13N2O4S
Heptadecafluorooctyl prop-2-enoate,489.9861587,C11H3F17O2
12:2 Fluorotelomer aldehyde,661.9784697,C14H3F25O
"Potassium 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecyl sulfate|1H,1H,2H,2H-Perfluorododecanol sulfate ammonium salt",643.9573216,C12H5F21O4S
"3-(4-Chloro-2-fluorobenzamido)-2-fluoro-N-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]benzamide",582.0756593,C25H16ClF9N2O2
"2,2,3,3-Tetrafluorooxetane",130.0041775,C3H2F4O
"2,2,3,3,4,4,4-heptafluorobutanehydrazide",228.0133601,C4H3F7N2O
"1,4-bis(Perfluorooctyl) fumarate",951.9410173,C20H2F34O4
"1,4-bis(Perfluorooctyl) maleate",951.9410173,C20H2F34O4
"Ammonium bis[3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,18-tritriacontafluorooctadecyl] phosphate",1789.918456,C36H9F66O4P
10:2 fluorotelomer unsaturated acid,557.9735433,C12H2F20O2
"3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluorododec-2-enoic acid",557.9735433,C12H2F20O2
"1,1,2,2-tetrafluoro-2-[(1,1,1,2,3,3-hexafluoro-3-hydroxypropan-2-yl)oxy]ethane-1-sulfonic acid",363.9463259,C5H2F10O5S
(Perfluorohexyl)methyl methacrylate,418.0238461,C11H7F13O2
"(4E)-1,1,1,2,2,4,5,6,7,7,7-Undecafluoro-6-(trifluoromethyl)hept-4-en-3-one",377.9725594,C8F14O
"1,1,1,2,2,4,5,6,7,7,7-Undecafluoro-6-(trifluoromethyl)hept-4-en-3-one",377.9725594,C8F14O
"(4Z)-1,1,1,2,2,4,5,6,7,7,7-Undecafluoro-6-(trifluoromethyl)hept-4-en-3-one",377.9725594,C8F14O
"Lithium 1,1,1,3,3,4,4-heptafluoro-4-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]-2-(trifluoromethyl)butan-2-olate",451.9705087,C8HF17O2
Perfluoro-3-{[1-(ethenyloxy)propan-2-yl]oxy}propanoic acid,407.9667251,C8HF13O4
Monoperfluorooctyl itaconate,547.991638,C13H5F17O4
"1,1,1,2,2,3,3,4,4-Nonafluoro-7,7-diisocyanatoheptane",344.0207312,C9H5F9N2O2
Bis(2-hydroxyethyl)ammonium perfluorooctanesulfonic acid,499.937494,C8HF17O3S
"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptyl 4-methylbenzene-1-sulfonate",504.0064815,C14H9F13O3S
2-(1-(Perfluorooctyl)-2-ethylsulfonylmethylamino)ethyl 2-propenoate,639.0372081,C16H14F17NO4S
Perfluorodecahydro-2-iso-butylnaphthalene,661.9584832,C14F26
"Cl-substituted perfluoroalkyl (linear) carboyxlic acids_i, n=12",679.9281838,C13HClF24O2
"1,5-bis(2,3-epoxypropoxy)-2,2,3,3,4,4-hexafluoropentane",324.0796281,C11H14F6O4
"5-Bromo-4,4,5,5-tetrafluoropentanoic acid",251.9409051,C5H5BrF4O2
"N-[3-(dimethylamino)propyl]-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoroheptane-1-sulphonamide monohydrochloride",534.0458214,C12H13F15N2O2S
"Perfluoro-2,5-dimethyl-3,6-dioxanonanoic acid",495.9603379,C9HF17O4
"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexyl trifluoromethanesulfonate",431.9501095,C7H2F14O3S
"5,5,6,6,7,7,7-Heptafluorohept-3-ene",224.0435976,C7H7F7
"1,1,1,2,2,3,3,4,4-Nonafluorodocosane",472.275155,C22H37F9
"Ethyl 3,3,4,4,5,5,6,6,6-nonafluorohexanoate",306.0302333,C8H7F9O2
Perfluorohexadecanoic acid (PFHxDA),813.9481535,C16HF31O2
"perfluoroalkanesulfonamido betaine B, n=4",456.0765316,C12H17F9N2O4S
"perfluoroalkanesulfonamido betaine B, n=5",506.073338,C13H17F11N2O4S
"2,2,3,3,4,4,5,5,5-Nonafluoropentane-1,1-diol",265.9989331,C5H3F9O2
"4,4,5,5,6,6,6-Heptafluorohex-1-en-2-yl acetate",268.0334269,C8H7F7O2
Perfluorobutyl methyl ether,250.0040185,C5H3F9O
"perfluoroalkanesulfonamido sulfonate betaine A, n=4",506.059167,C12H19F9N2O5S2
N-((Perfluorooctyl)-1-ethyl)pyridinium 4-methylbenzenesulfonate,526.0463537,C15H9F17N
6:2 Fluorotelomer sulfonamide betaine,570.0857944,C15H19F13N2O4S
"n:2 fluorotelomer sulfonamido betaine-related, n=3",570.0857944,C15H19F13N2O4S
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=7, m=7",1028.145021,C28H29F29O7
"7,7,8-Tribromo-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane",581.7499054,C8H2Br3F13
"(1H,1H-Perfluoro-16-methylheptadecyl)oxirane",925.9781518,C20H5F35O
(Perfluorooctane)-1-carbaldehydle,447.9755941,C9HF17O
10:2 Fluorotelomer sulfonamide betaine,770.07302,C19H19F21N2O4S
"n:2 fluorotelomer sulfonamido betaine-related, n=5",770.07302,C19H19F21N2O4S
"3-(Butane-2-sulfinyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",408.0630125,C15H15F7O3S
Heptadecafluorononanoyl fluoride,465.9661722,C9F18O
"Allyl 1H,1H-heptafluorobutyl ether",240.0385122,C7H7F7O
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoropentadec-7-ene",444.1122671,C15H17F13
"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexanal",297.9851749,C6HF11O
"Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15-pentacosafluoro-2-hydroxypentadecyl phosphate",773.9710148,C15H8F25O5P
"5,6,6,7,7,7-Hexafluoro-4-(trifluoromethyl)-1,4-heptadiene",272.024754,C8H5F9
"double bond perfluoroalkyl (linear) sulfonic aicds, n=5",461.9406876,C8HF15O3S
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorodocos-9-ene",614.1841303,C22H27F17
1-[2-[Ethyl[(perfluorooctyl)sulfonyl]amino]ethyl] butanedioate potassium,671.0270373,C16H14F17NO6S
"Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,11,11,11-hexadecafluoro-2-hydroxy-10-(trifluoromethyl)undecyl phosphate",623.9805956,C12H8F19O5P
Decafluorobiphenyl,333.984032,C12F10
"[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phenyl](diphenyl)methanol",706.1164446,C29H19F17O
[(Tridecafluorohexyl)sulfanyl]benzene,427.9904375,C12H5F13S
TP_8230,963.9385727,C19HF37O2
"1,1,1,2,2,3,3,6,6,7,7,8,8,9,9,10,10,11,11,11-Icosafluoroundec-4-ene",513.9837141,C11H2F20
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluorotridecane",418.0966171,C13H15F13
CIS-1-IODO-2-(HEPTAFLUOROPROPYL)CYCLOHEXANE,377.9715457,C9H10F7I
"(1S,2R)-1-(Heptafluoropropyl)-2-iodocyclohexane",377.9715457,C9H10F7I
1-(heptafluoropropyl)-2-iodocyclohexane,377.9715457,C9H10F7I
Lodyne S 103A,587.0469661,C15H18F13NO4S2
Pentadecafluoro-2-iodoheptane,495.880521,C7F15I
3-(Perfluorotetradecyl)-2-hydroxypropyl dihydrogen phosphate,873.9646276,C17H8F29O5P
4-(Tridecafluorohexyl)aniline,411.0292658,C12H6F13N
N-[6-(Heptafluoropropyl)-2-oxo-2H-pyran-3-yl]benzamide,383.0392405,C15H8F7NO3
Ammonium perfluorononanoate,463.9705087,C9HF17O2
"ketone perfluoroalkyl (linear) carboxylic acids, n=4",377.9419894,C6HF11O4S
"1,1,1,2,2,3,3-heptafluoro-5-iodononane",379.9871958,C9H12F7I
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,29,30,30,30-Pentacontafluoro-14,17-diiodotriacontane",1573.807356,C30H10F50I2
"1-[3,5-Bis({[tert-butyl(dimethyl)silyl]oxy}methyl)phenyl]-2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptan-1-one",712.2073646,C27H37F13O3Si2
Perfluoroethyl ether,253.9789466,C4F10O
Diphenyliodanium nonafluorobutane-1-sulfonate,280.9827233,C12H10I
"n-(2-chloroethyl)-2,2,3,3,4,4,4-heptafluorobutanamide",274.9947889,C6H5ClF7NO
5-(heptafluoropropyl)-1-phenyl-1h-tetrazole,314.0402436,C10H5F7N4
"Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-henicosafluoro-2-hydroxytridecyl phosphate",673.977402,C13H8F21O5P
Nonafluorobutane-1-sulfonoperoxoic acid,315.945183,C4HF9O4S
Methyl nonafluorovalerate,277.9989331,C6H3F9O2
Potassium N-ethyl-N-[(heptadecafluorooctyl)sulphonyl]glycinate,584.9902579,C12H8F17NO4S
4-[Methyl[(undecafluoropentyl)sulfonyl]amino]butyl methacrylate,503.0624389,C14H16F11NO4S
4-Acetamido-3-chlorophenyl nonafluorobutane-1-sulfonate,466.96406,C12H7ClF9NO4S
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl 4'-[(2S)-2-methylbutyl][1,1'-biphenyl]-4-carboxylate",650.1302029,C26H21F15O2
Cyclohex-1-en-1-yl nonafluorobutane-1-sulfonate,380.0128687,C10H9F9O3S
"1H,1H,3H-Perfluoropropyl triflate",263.9691121,C4H3F7O3S
"3,3,4,4,5,5,6,6,6-Nonafluorohexanoyl chloride",295.9650462,C6H2ClF9O
2-Hydroxyethyl heptadecafluorononanoate,507.9967234,C11H5F17O3
"Phenol, 4-(heptafluoropropyl)-",262.0228622,C9H5F7O
"double bond-perfluoroalkyl alcohols, n=12",747.9564325,C15HF29O
6-Oxoperfluorooctanesulfonic acid,477.9356022,C8HF15O4S
"1,1,1,2,2,3,3-heptafluoroheptan-4-ol",242.0541623,C7H9F7O
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl 4-methylbenzene-1-sulfonate",554.0032879,C15H9F15O3S
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-Pentacosafluorohexacosane",816.1870059,C26H29F25
"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1,1-heptanediol",365.9925459,C7H3F13O2
Perfluoroisoheptyl Iodide,495.880521,C7F15I
"Methyl 4,4,5,5,6,6,6-heptafluorohexanoate",256.0334269,C7H7F7O2
Allyl perfluoropentanoate,304.0145832,C8H5F9O2
"3,3,4,4-Tetrafluoro-4-iodo-1-butene",253.9215609,C4H3F4I
"Trifluoro(1,1,2,2-tetrafluoro-2-iodoethoxy)ethylene",323.88821,C4F7IO
"Heptanamide, N,N-diethyl-2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoro-",419.0554806,C11H10F13NO
"1H,1H,2H,2H-Perfluorodecyl(tri-iso-propoxy)silane",652.1301506,C19H25F17O3Si
"2,2,3,3,4,4,4-Heptafluorobutan-1-amine--hydrogen chloride (1/1)",199.0231965,C4H4F7N
Methyl perfluoro(3-(1-ethenyloxypropan-2-yloxy)propanoate),421.9823752,C9H3F13O4
3-(Perfluorobutyl)-1-propanol,278.0353186,C7H7F9O
Heptadecafluoro-N-[2-(phosphonooxy)ethyl]-N-propyloctanesulphonamide,664.9929738,C13H13F17NO6PS
"double bond-, H-substituted perfluoroalkyl sulfonic acids, n=5",493.9469159,C9H2F16O3S
"4-(Heptafluoropropyl)-1,3-dihydro-2H-1,5-benzodiazepin-2-one",328.0446603,C12H7F7N2O
"1,H,1H,2H,2H-perfluoroeicosyl methacrylate",1032.001173,C24H9F37O2
"3-((Perfluorohexylsulfonyl)amino)-N,N,N-trimethyl-1-propanaminium iodide",499.0724901,C12H16F13N2O2S
Ammonium perfluorohexanoate,328.9909885,C6H2F11N1O2
1-Bromoperfluorononane,547.8879987,C9BrF19
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-(2-methylpropane-2-sulfinyl)benzoic acid",408.0630125,C15H15F7O3S
(Perfluorododecyl)ethylsulfonyl chloride,745.9221328,C14H4ClF25O2S
Potassium 9-chlorohexadecafluoro-3-oxanonane-1-sulfonate,531.9028582,C8HClF16O4S
"1,1,1,2,2,3,3,4-Octafluoro-7-methyl-7-nitrooct-4-ene",315.0505541,C9H9F8NO2
"H-substituted Perfluoroalkyl (linear) carboxylic acids_i, n=10",595.9703497,C12H2F22O2
"1-[4-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctane-1-sulfonyl)piperazin-1-yl]hexan-1-one",666.0844926,C18H19F17N2O3S
4-Chloro-2-(heptafluoropropyl)pyridine,280.9842242,C8H3ClF7N
"N-[5-(Heptafluoropropyl)[1,1'-biphenyl]-2-yl]benzamide",441.0963615,C22H14F7NO
"1,2,2,3,3,4,4,5,5,6-decafluoro-6-(trifluoromethyl)cyclohexanesulfonic acid",411.9438812,C7HF13O3S
"1H,1H,7H-Perfluoroheptyl 4-methylbenzenesulfonate",486.0159033,C14H10F12O3S
"Undecafluoro(1,1,1,2,3,3,3-heptafluoropropan-2-yl)cyclohexane",449.9712576,C9F18
"2,2-Diazido-2,2-dihydro-4,6-bis(pentadecafluoroheptyl)1,3,5,2-triazaphosphorine",918.9535236,C16F30N9P
Perfluoroheptanesulfonic acid (PFHpS),449.9406876,C7HF15O3S
"1,1,1,2,2,3,3,4,4,8,8,9,9,10,10,11,11,11-Octadecafluoroundecane-5,7-dione",507.9767369,C11H2F18O2
"1-Fluoro-4-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)benzene",477.9708449,C12H4F14O2S
"perfluoroalkanesulfonamido quaternary ammonium triol, n=5",539.1073778,C14H22F11N2O5S
"2-Chloro-4-fluoro-N-(2-fluoro-3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)-N-methylbenzamide",596.0913093,C26H18ClF9N2O2
"3-Chloro-1,1,3,5,5-pentamethyl-1,5-bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)trisiloxane",920.0279204,C21H23ClF26O2Si3
4-(Tridecafluorohexyl)cyclohexane-1-carboxylic acid,446.0551462,C13H11F13O2
"perfluoroalkanesulfonamido quaternary ammonium triol sulfonic acid, n=4",610.1065111,C16H27F9N2O8S2
(Perfluorocyclohexyl)methyl prop-2-enoate,366.0113896,C10H5F11O2
"1H,1H-Perfluoro(3,5,5-trimethylhexan-1-ol)",449.9912441,C9H3F17O
"1,1,1,2,2,3,3-heptafluoro-5-nitroheptane",271.0443259,C7H8F7NO2
"2-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-(pentafluoroethyl)-3,3-bis(trifluoromethyl)oxirane",465.9661722,C9F18O
(Heptafluoropropyl)benzene,246.0279476,C9H5F7
"1,3-Propanediol, 2,2-bis[[(gamma-omega-perfluoro-C6-12-alkyl)thio]methyl] derivs., phosphates, ammonium salts",819.9787396,C17H20F18O8P2S2
"Benzene, (nonafluorobutyl)-",296.024754,C10H5F9
"1,1,1,2,2,3,3-heptafluoro-5-nitro-4-(nitromethyl)pentane",302.0137541,C6H5F7N2O4
"Ammonium bis[3,3,4,4,5,5,6,6,7,7,8,8,9,10,10,10-hexadecafluoro9-(trifluoromethyl)decyl] phosphate",1089.963167,C22H9F38O4P
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=5, m=18",1312.446158,C46H73F21O18
N-Ethyl-N-[(nonafluorobutyl)sulfonyl]glycine,385.0030323,C8H8F9NO4S
(2S)-2-{Bis[4-(heptadecafluorooctyl)phenyl][(triethylsilyl)oxy]methyl}pyrrolidine,1203.1632,C39H31F34NOSi
"4,5,5,5-Tetrafluoro-4-(heptafluoropropoxy)pentanoic acid",358.0063042,C8H5F11O3
"7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-Pentadecafluorotridec-5-ene",452.0621234,C13H11F15
(2-Carboxyethyl)-3-(((perfluoro-7-methyloctyl)2-hydroxypropyl)amino)propyldimethylammonium hydroxide,700.1405284,C20H23F19N2O3
"3,3,4,4-Tetrafluoro-4-(heptafluoropropoxy)but-1-ene",312.0008249,C7H3F11O
"1-[(Butan-2-yl)amino]-3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-nonadecafluoroundecan-2-ol",585.0771999,C15H14F19NO
Perfluoropent-1-ene,249.984032,C5F10
"1,1,1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,12,12,12-tetracosafluoro-2,11-bis(trifluoromethyl)dodecane",737.952096,C14F30
"1-Heptanesulfinic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-, sodium salt",433.945773,C7HF15O2S
"1H,1H,3H-Perfluoro(2,4-dimethylpentan-1-ol)",332.0070531,C7H4F12O
"Bis(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl) (2E)-but-2-enedioate",879.9787047,C20H6F30O4
Perfluorodecanoic acid (PFDA),513.9673151,C10HF19O2
"N-methyl perfluoropentane sulfonamido acetic acid, n=5",420.9841886,C8H6F11NO4S
"4,5,6,7-Tetrafluoro-3-(nonafluorobutyl)-1H-indazole",407.9932147,C11HF13N2
"Furan, 2,2,3,3,4,4-hexafluorotetrahydro-5-(2,2,2-trifluoro-1,1-bis(trifluoromethyl)ethyl)-",397.9787877,C8HF15O
"1,1,1,2,2,3,3,5,5,5-Decafluoro-4-iodo-4-(trifluoromethyl)pentane",445.8837146,C6F13I
"{4-[(4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoroundecyl)oxy]phenyl}methanol",584.0644091,C18H13F17O2
Perfluoro-3-ethoxypropanoic acid,279.9781977,C5HF9O3
"2,2,3,3,4,4,4-Heptafluoro-N-[(trifluoroacetyl)oxy]butanamide",324.9796749,C6HF10NO3
"1,6-Divinylperfluorohexane",354.0277886,C10H6F12
Perfluoroperhydrofluorene,573.9648704,C13F22
N-2-Pyridinylperfluorobutanamide,290.0290102,C9H5F7N2O
"ketone perfluoroalkyl (linear) carboxylic acids, n=7",527.9324086,C9HF17O4S
multiple H-substituted perfluoroalkyl sulfates_i n=2,225.9922922,C4H6F4O4S
Perfluorooctadecyl iodide,1045.845391,C18F37I
"Pentapotassium 6,9,12-tris(carboxylatomethyl)-3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonyl)-3,6,9,12,15-pentaazaheptadecane-1,17-dioate",961.1496716,C26H32F17N5O12S
"N-ethyl perfluorononane sulfonamido acetic acid, n=9",634.9870643,C13H8F19NO4S
"8-Bromo-1,1,1,2,2,3,3,4,4-nonafluorooctane",353.966567,C8H8BrF9
"1,1,1,2,2,3,3,4,4-Nonafluorohexadecane",388.1812546,C16H25F9
"3,4-Bis((perfluoro-1-oxooctyl)amino)benzenesulfonyl chloride",997.9179511,C22H5ClF30N2O4S
"(1S,4S)-3-(Heptafluorobutyryl)camphor",348.0960271,C14H15F7O2
"(1R,4R)-3-(Heptafluorobutyryl)-camphor",348.0960271,C14H15F7O2
"ketone perfluoroalkyl (linear) carboxylic acids_i, n=12",727.9196342,C13HF25O4S
"N-ethyl perfluorooctanesulfonamido polyethylene glycol, n=8, m=10",1011.273141,C32H50F17NO13S
1-(6H-Perfluorohexyl)-1-(fluoren-2-yl)-N-(perfluorobutyl)sulfonyloxymethanimine,791.0046061,C24H10F21NO3S
"3-Azido-2,3,3-trifluoro-2-(heptafluoropropoxy)propanoic acid",352.9858229,C6HF10N3O3
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,23,23,24,24,25,25,26,26,27,27,28,28,29,29,30,30,31,31,32,32,33,33,34,34,34-Pentacontafluorotetratriacontane",1378.076661,C34H20F50
"N,N'-bis(Perfluorobutanoyl)1,6-hexanediamine",508.0831725,C14H14F14N2O2
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=5, m=16",1224.393728,C42H65F21O16
"Ammonium 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(trifluoromethoxy)propoxy]propanoate",395.9667251,C7HF13O4
"1H,1H,2H,2H-Perfluorodecylamine",463.0228786,C10H6F17N
"2,2,3,3,4,4,4-heptafluoro-N-heptan-2-ylbutanamide",311.1120115,C11H16F7NO
"1-(Butylselanyl)-2,2,3,3,4,4,4-heptafluorobutan-1-ol",335.9863337,C8H11F7OSe
"Bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl) disulphide",957.9524505,C20H8F34S2
"1-((Perfluorooctyl)propanoyloxy)pyrrolidine-2,5-dione",589.0181871,C15H8F17NO4
"1,1,2,2,3,3,4,4-Octafluoro-1-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]-6-iodohexane",539.9067357,C9H4F15IO
"2-(2,2,3,3,4,4,5,5,5-Nonafluoropentanoyl)cyclopentan-1-one",330.0302333,C10H7F9O2
Ethenyl nonadecafluorodecanoate,539.9829651,C12H3F19O2
"Perfluoro-2,3-dimethylpentane",387.9744512,C7F16
"N,N,N-trimethyl-3-[(perfluorooctanoyl)amino]-1-propanaminium chloride",512.0944861,C14H15F15N2O
Perfluoromethyloxirane,165.9853338,C3F6O
Nonafluoro-1-iodobutane,345.8901018,C4F9I
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluoro-10-iodooctadecane",686.033828,C18H20F17I
Fluorinated triethylene glycol monomethyl ether,397.9823752,C7H3F13O4
"a,a,a',a'-tetrakis(trifluoromethyl)-m-xylene-a,a'-diol",410.0176178,C12H6F12O2
"4,4,5,5,6,6,7,7,7-Nonafluorohept-2-yn-1-ol",274.0040185,C7H3F9O
Potassium decafluoro(pentafluoroethyl)cyclohexanesulphonate,461.9406876,C8HF15O3S
"2-Propenoic acid, 4-[methyl[(nonafluorobutyl)sulfonyl]amino]butyl ester",439.0499825,C12H14F9NO4S
"3-(Carboxymethyl(perfluorohexylsulfonyl)amino)-N,N,N-trimethylpropanaminium",556.0701444,C14H17F13N2O4S
"4-(Nonafluorobutyl)-1,3-dioxolan-2-one",305.9938478,C7H3F9O3
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-(propane-1-sulfinyl)benzoic acid",394.0473624,C14H13F7O3S
"2,5-Dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)aniline",326.9652384,C9H5Cl2F6NO
"1-Propanesulfonic acid, 3-[[3-(dimethylamino)propyl][(tridecafluorohexyl)sulfonyl]amino]-2-hydroxy-, monosodium salt",622.0476944,C14H19F13N2O6S2
"4-Bromo-2-[4,4,5,5,6,6,7,7,8,9,9,9-dodecafluoro-8-(trifluoromethyl)nonyl]phenol",581.9675508,C16H10BrF15O
2-(N-((Perfluorooctyl)methylsulfonyl)-N-methylamino)ethyl acrylate,625.021558,C15H12F17NO4S
4-Amino-2-(undecafluoropentyl)benzonitrile,386.0277084,C12H5F11N2
2-(Nonafluorobutyl)-1-benzofuran,336.0196686,C12H5F9O
"Trichloro(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane",479.8940263,C8H4Cl3F13Si
